,date,teamAway,teamHome,attendance
14132,26/03/2011,Indiana Pacers,Detroit Pistons,19216
14133,26/03/2011,Toronto Raptors,Los Angeles Clippers,19060
14134,26/03/2011,Chicago Bulls,Milwaukee Bucks,18717
14135,26/03/2011,Dallas Mavericks,Utah Jazz,19649
14136,25/03/2011,Charlotte Bobcats,Boston Celtics,18624
14137,25/03/2011,Memphis Grizzlies,Chicago Bulls,22274
14138,25/03/2011,Detroit Pistons,Cleveland Cavaliers,19907
14139,25/03/2011,Washington Wizards,Denver Nuggets,19308
14140,25/03/2011,Toronto Raptors,Golden State Warriors,17504
14141,25/03/2011,Sacramento Kings,Indiana Pacers,13813
14142,25/03/2011,Los Angeles Clippers,Los Angeles Lakers,18997
14143,25/03/2011,Philadelphia 76ers,Miami Heat,19840
14144,25/03/2011,Milwaukee Bucks,New York Knicks,19763
14145,25/03/2011,Minnesota Timberwolves,Oklahoma City Thunder,18203
14146,25/03/2011,New Jersey Nets,Orlando Magic,19087
14147,25/03/2011,New Orleans Hornets,Phoenix Suns,18422
14148,25/03/2011,San Antonio Spurs,Portland Trail Blazers,20644
14149,24/03/2011,Minnesota Timberwolves,Dallas Mavericks,20296
14150,24/03/2011,New Orleans Hornets,Utah Jazz,18840
14151,23/03/2011,Memphis Grizzlies,Boston Celtics,18624
14152,23/03/2011,Indiana Pacers,Charlotte Bobcats,14703
14153,23/03/2011,New Jersey Nets,Cleveland Cavaliers,18923
14154,23/03/2011,San Antonio Spurs,Denver Nuggets,19155
14155,23/03/2011,Miami Heat,Detroit Pistons,22076
14156,23/03/2011,Golden State Warriors,Houston Rockets,16623
14157,23/03/2011,Washington Wizards,Los Angeles Clippers,19060
14158,23/03/2011,Sacramento Kings,Milwaukee Bucks,14122
14159,23/03/2011,Orlando Magic,New York Knicks,19763
14160,23/03/2011,Utah Jazz,Oklahoma City Thunder,18203
14161,23/03/2011,Atlanta Hawks,Philadelphia 76ers,15199
14162,23/03/2011,Toronto Raptors,Phoenix Suns,17865
14163,22/03/2011,Chicago Bulls,Atlanta Hawks,18203
14164,22/03/2011,Phoenix Suns,Los Angeles Lakers,18997
14165,22/03/2011,Washington Wizards,Portland Trail Blazers,20624
14166,21/03/2011,Sacramento Kings,Chicago Bulls,21873
14167,21/03/2011,Orlando Magic,Cleveland Cavaliers,19343
14168,21/03/2011,Toronto Raptors,Denver Nuggets,16258
14169,21/03/2011,Utah Jazz,Memphis Grizzlies,12688
14170,21/03/2011,Indiana Pacers,New Jersey Nets,13792
14171,21/03/2011,Boston Celtics,New York Knicks,19763
14172,21/03/2011,Golden State Warriors,San Antonio Spurs,18443
14173,20/03/2011,Detroit Pistons,Atlanta Hawks,17580
14174,20/03/2011,Golden State Warriors,Dallas Mavericks,20324
14175,20/03/2011,Utah Jazz,Houston Rockets,14459
14176,20/03/2011,Phoenix Suns,Los Angeles Clippers,19060
14177,20/03/2011,Portland Trail Blazers,Los Angeles Lakers,18997
14178,20/03/2011,New York Knicks,Milwaukee Bucks,18052
14179,20/03/2011,Sacramento Kings,Minnesota Timberwolves,18993
14180,20/03/2011,Toronto Raptors,Oklahoma City Thunder,18203
14181,20/03/2011,New Jersey Nets,Washington Wizards,17761
14182,19/03/2011,Cleveland Cavaliers,Los Angeles Clippers,19060
14183,19/03/2011,Indiana Pacers,Memphis Grizzlies,17013
14184,19/03/2011,Denver Nuggets,Miami Heat,19600
14185,19/03/2011,Boston Celtics,New Orleans Hornets,18018
14186,19/03/2011,Philadelphia 76ers,Portland Trail Blazers,20637
14187,19/03/2011,Charlotte Bobcats,San Antonio Spurs,19075
14188,18/03/2011,Miami Heat,Atlanta Hawks,20024
14189,18/03/2011,San Antonio Spurs,Dallas Mavericks,20614
14190,18/03/2011,New York Knicks,Detroit Pistons,22076
14191,18/03/2011,Boston Celtics,Houston Rockets,18412
14192,18/03/2011,Chicago Bulls,Indiana Pacers,18165
14193,18/03/2011,Minnesota Timberwolves,Los Angeles Lakers,18997
14194,18/03/2011,New Jersey Nets,Milwaukee Bucks,14563
14195,18/03/2011,Charlotte Bobcats,Oklahoma City Thunder,18203
14196,18/03/2011,Denver Nuggets,Orlando Magic,19113
14197,18/03/2011,Golden State Warriors,Phoenix Suns,18422
14198,18/03/2011,Philadelphia 76ers,Sacramento Kings,15373
14199,18/03/2011,Washington Wizards,Toronto Raptors,18017
14200,17/03/2011,Chicago Bulls,New Jersey Nets,18351
14201,17/03/2011,Memphis Grizzlies,New York Knicks,19763
14202,17/03/2011,Cleveland Cavaliers,Portland Trail Blazers,20235
14203,16/03/2011,Denver Nuggets,Atlanta Hawks,14669
14204,16/03/2011,Indiana Pacers,Boston Celtics,18624
14205,16/03/2011,Toronto Raptors,Detroit Pistons,15166
14206,16/03/2011,Dallas Mavericks,Golden State Warriors,19596
14207,16/03/2011,Charlotte Bobcats,Houston Rockets,14822
14208,16/03/2011,Philadelphia 76ers,Los Angeles Clippers,19060
14209,16/03/2011,Oklahoma City Thunder,Miami Heat,20083
14210,16/03/2011,Orlando Magic,Milwaukee Bucks,13831
14211,16/03/2011,Phoenix Suns,New Orleans Hornets,13758
14212,16/03/2011,Cleveland Cavaliers,Sacramento Kings,13477
14213,16/03/2011,Minnesota Timberwolves,Utah Jazz,19465
14214,15/03/2011,Milwaukee Bucks,Atlanta Hawks,13590
14215,15/03/2011,Washington Wizards,Chicago Bulls,22103
14216,15/03/2011,New York Knicks,Indiana Pacers,14164
14217,15/03/2011,Dallas Mavericks,Portland Trail Blazers,20631
14218,14/03/2011,Phoenix Suns,Houston Rockets,16262
14219,14/03/2011,Orlando Magic,Los Angeles Lakers,18997
14220,14/03/2011,Los Angeles Clippers,Memphis Grizzlies,15989
14221,14/03/2011,San Antonio Spurs,Miami Heat,20021
14222,14/03/2011,Boston Celtics,New Jersey Nets,18711
14223,14/03/2011,Denver Nuggets,New Orleans Hornets,11782
14224,14/03/2011,Golden State Warriors,Sacramento Kings,14243
14225,14/03/2011,Philadelphia 76ers,Utah Jazz,19632
14226,14/03/2011,Oklahoma City Thunder,Washington Wizards,17921
14227,13/03/2011,Milwaukee Bucks,Boston Celtics,18624
14228,13/03/2011,Oklahoma City Thunder,Cleveland Cavaliers,19811
14229,13/03/2011,Minnesota Timberwolves,Golden State Warriors,17788
14230,13/03/2011,Indiana Pacers,New York Knicks,19763
14231,13/03/2011,Orlando Magic,Phoenix Suns,18091
14232,13/03/2011,Charlotte Bobcats,Toronto Raptors,16557
14233,12/03/2011,Portland Trail Blazers,Atlanta Hawks,15522
14234,12/03/2011,Utah Jazz,Chicago Bulls,22885
14235,12/03/2011,Los Angeles Lakers,Dallas Mavericks,20619
14236,12/03/2011,Detroit Pistons,Denver Nuggets,19155
14237,12/03/2011,San Antonio Spurs,Houston Rockets,18245
14238,12/03/2011,Memphis Grizzlies,Miami Heat,19600
14239,12/03/2011,Philadelphia 76ers,Milwaukee Bucks,15832
14240,12/03/2011,Sacramento Kings,New Orleans Hornets,15530
14241,12/03/2011,Los Angeles Clippers,Washington Wizards,20278
14242,11/03/2011,Portland Trail Blazers,Charlotte Bobcats,18176
14243,11/03/2011,Atlanta Hawks,Chicago Bulls,22123
14244,11/03/2011,Orlando Magic,Golden State Warriors,19596
14245,11/03/2011,Utah Jazz,Minnesota Timberwolves,18534
14246,11/03/2011,Los Angeles Clippers,New Jersey Nets,18711
14247,11/03/2011,Detroit Pistons,Oklahoma City Thunder,18203
14248,11/03/2011,Boston Celtics,Philadelphia 76ers,20614
14249,11/03/2011,Sacramento Kings,San Antonio Spurs,18712
14250,11/03/2011,Indiana Pacers,Toronto Raptors,14726
14251,10/03/2011,New York Knicks,Dallas Mavericks,20517
14252,10/03/2011,Los Angeles Lakers,Miami Heat,19986
14253,10/03/2011,Denver Nuggets,Phoenix Suns,17465
14254,09/03/2011,Los Angeles Clippers,Boston Celtics,18624
14255,09/03/2011,Chicago Bulls,Charlotte Bobcats,15286
14256,09/03/2011,New York Knicks,Memphis Grizzlies,17512
14257,09/03/2011,Cleveland Cavaliers,Milwaukee Bucks,12499
14258,09/03/2011,Indiana Pacers,Minnesota Timberwolves,15153
14259,09/03/2011,Golden State Warriors,New Jersey Nets,13513
14260,09/03/2011,Dallas Mavericks,New Orleans Hornets,14472
14261,09/03/2011,Oklahoma City Thunder,Philadelphia 76ers,19283
14262,09/03/2011,Orlando Magic,Sacramento Kings,12728
14263,09/03/2011,Detroit Pistons,San Antonio Spurs,18581
14264,09/03/2011,Utah Jazz,Toronto Raptors,14425
14265,08/03/2011,Los Angeles Lakers,Atlanta Hawks,19890
14266,08/03/2011,Golden State Warriors,Cleveland Cavaliers,19919
14267,08/03/2011,Philadelphia 76ers,Indiana Pacers,9466
14268,08/03/2011,Portland Trail Blazers,Miami Heat,19835
14269,08/03/2011,Houston Rockets,Phoenix Suns,17363
14270,08/03/2011,Milwaukee Bucks,Washington Wizards,16190
14271,07/03/2011,Los Angeles Clippers,Charlotte Bobcats,16438
14272,07/03/2011,New Orleans Hornets,Chicago Bulls,21997
14273,07/03/2011,Oklahoma City Thunder,Memphis Grizzlies,13903
14274,07/03/2011,Dallas Mavericks,Minnesota Timberwolves,13288
14275,07/03/2011,Utah Jazz,New York Knicks,19763
14276,07/03/2011,Portland Trail Blazers,Orlando Magic,19001
14277,07/03/2011,Houston Rockets,Sacramento Kings,12561
14278,06/03/2011,New York Knicks,Atlanta Hawks,19560
14279,06/03/2011,New Orleans Hornets,Cleveland Cavaliers,18754
14280,06/03/2011,Memphis Grizzlies,Dallas Mavericks,20102
14281,06/03/2011,Washington Wizards,Detroit Pistons,17506
14282,06/03/2011,Chicago Bulls,Miami Heat,19763
14283,06/03/2011,Boston Celtics,Milwaukee Bucks,16110
14284,06/03/2011,Phoenix Suns,Oklahoma City Thunder,18203
14285,06/03/2011,Golden State Warriors,Philadelphia 76ers,11294
14286,06/03/2011,Los Angeles Lakers,San Antonio Spurs,18996
14287,05/03/2011,Indiana Pacers,Houston Rockets,14965
14288,05/03/2011,Denver Nuggets,Los Angeles Clippers,19060
14289,05/03/2011,Toronto Raptors,New Jersey Nets,18689
14290,05/03/2011,Charlotte Bobcats,Portland Trail Blazers,20588
14291,05/03/2011,Sacramento Kings,Utah Jazz,19911
14292,05/03/2011,Minnesota Timberwolves,Washington Wizards,18216
14293,04/03/2011,Oklahoma City Thunder,Atlanta Hawks,17916
14294,04/03/2011,Golden State Warriors,Boston Celtics,18624
14295,04/03/2011,Indiana Pacers,Dallas Mavericks,20385
14296,04/03/2011,Charlotte Bobcats,Los Angeles Lakers,18997
14297,04/03/2011,New Orleans Hornets,Memphis Grizzlies,15367
14298,04/03/2011,Phoenix Suns,Milwaukee Bucks,15011
14299,04/03/2011,Toronto Raptors,New Jersey Nets,18689
14300,04/03/2011,Cleveland Cavaliers,New York Knicks,19763
14301,04/03/2011,Chicago Bulls,Orlando Magic,19207
14302,04/03/2011,Minnesota Timberwolves,Philadelphia 76ers,12008
14303,04/03/2011,Miami Heat,San Antonio Spurs,18581
14304,03/03/2011,Orlando Magic,Miami Heat,19600
14305,03/03/2011,Denver Nuggets,Utah Jazz,19524
14306,02/03/2011,Chicago Bulls,Atlanta Hawks,16928
14307,02/03/2011,Phoenix Suns,Boston Celtics,18624
14308,02/03/2011,San Antonio Spurs,Cleveland Cavaliers,18795
14309,02/03/2011,Charlotte Bobcats,Denver Nuggets,14255
14310,02/03/2011,Minnesota Timberwolves,Detroit Pistons,13122
14311,02/03/2011,Houston Rockets,Los Angeles Clippers,19060
14312,02/03/2011,New Orleans Hornets,New York Knicks,19763
14313,02/03/2011,Indiana Pacers,Oklahoma City Thunder,18203
14314,02/03/2011,Portland Trail Blazers,Sacramento Kings,12286
14315,02/03/2011,Golden State Warriors,Washington Wizards,17865
14316,01/03/2011,Golden State Warriors,Indiana Pacers,9557
14317,01/03/2011,San Antonio Spurs,Memphis Grizzlies,13480
14318,01/03/2011,Detroit Pistons,Milwaukee Bucks,11364
14319,01/03/2011,Los Angeles Lakers,Minnesota Timberwolves,17111
14320,01/03/2011,New York Knicks,Orlando Magic,19131
14321,01/03/2011,Dallas Mavericks,Philadelphia 76ers,13509
14322,01/03/2011,Houston Rockets,Portland Trail Blazers,20272
14323,01/03/2011,New Orleans Hornets,Toronto Raptors,14704
14324,28/02/2011,Atlanta Hawks,Denver Nuggets,16163
14325,28/02/2011,Phoenix Suns,New Jersey Nets,15836
14326,28/02/2011,Los Angeles Clippers,Sacramento Kings,17317
14327,28/02/2011,Boston Celtics,Utah Jazz,19911
14328,28/02/2011,Chicago Bulls,Washington Wizards,17873
14329,27/02/2011,Philadelphia 76ers,Cleveland Cavaliers,19882
14330,27/02/2011,Phoenix Suns,Indiana Pacers,14168
14331,27/02/2011,New York Knicks,Miami Heat,19702
14332,27/02/2011,Golden State Warriors,Minnesota Timberwolves,16021
14333,27/02/2011,Houston Rockets,New Orleans Hornets,17466
14334,27/02/2011,Los Angeles Lakers,Oklahoma City Thunder,18203
14335,27/02/2011,Charlotte Bobcats,Orlando Magic,18846
14336,27/02/2011,Atlanta Hawks,Portland Trail Blazers,20642
14337,27/02/2011,Memphis Grizzlies,San Antonio Spurs,18581
14338,27/02/2011,Dallas Mavericks,Toronto Raptors,16827
14339,26/02/2011,Utah Jazz,Detroit Pistons,18564
14340,26/02/2011,New Jersey Nets,Houston Rockets,17209
14341,26/02/2011,Boston Celtics,Los Angeles Clippers,19513
14342,26/02/2011,Sacramento Kings,Memphis Grizzlies,16028
14343,26/02/2011,Chicago Bulls,Milwaukee Bucks,18717
14344,26/02/2011,Dallas Mavericks,Washington Wizards,19203
14345,25/02/2011,Sacramento Kings,Charlotte Bobcats,15782
14346,25/02/2011,New York Knicks,Cleveland Cavaliers,20562
14347,25/02/2011,Atlanta Hawks,Golden State Warriors,19858
14348,25/02/2011,Utah Jazz,Indiana Pacers,16205
14349,25/02/2011,Los Angeles Clippers,Los Angeles Lakers,18997
14350,25/02/2011,Washington Wizards,Miami Heat,19825
14351,25/02/2011,New Orleans Hornets,Minnesota Timberwolves,16965
14352,25/02/2011,Oklahoma City Thunder,Orlando Magic,19011
14353,25/02/2011,Detroit Pistons,Philadelphia 76ers,15105
14354,25/02/2011,Denver Nuggets,Portland Trail Blazers,20659
14355,25/02/2011,New Jersey Nets,San Antonio Spurs,18581
14356,25/02/2011,Phoenix Suns,Toronto Raptors,19004
14357,24/02/2011,Miami Heat,Chicago Bulls,23024
14358,24/02/2011,Boston Celtics,Denver Nuggets,18524
14359,23/02/2011,Houston Rockets,Cleveland Cavaliers,18027
14360,23/02/2011,Utah Jazz,Dallas Mavericks,20379
14361,23/02/2011,Detroit Pistons,Indiana Pacers,12214
14362,23/02/2011,Memphis Grizzlies,Minnesota Timberwolves,11497
14363,23/02/2011,Los Angeles Clippers,New Orleans Hornets,17537
14364,23/02/2011,Milwaukee Bucks,New York Knicks,19763
14365,23/02/2011,Sacramento Kings,Orlando Magic,19146
14366,23/02/2011,Washington Wizards,Philadelphia 76ers,12704
14367,23/02/2011,Atlanta Hawks,Phoenix Suns,18254
14368,23/02/2011,Los Angeles Lakers,Portland Trail Blazers,20643
14369,23/02/2011,Oklahoma City Thunder,San Antonio Spurs,18581
14370,23/02/2011,Chicago Bulls,Toronto Raptors,18105
14371,22/02/2011,Toronto Raptors,Charlotte Bobcats,12976
14372,22/02/2011,Memphis Grizzlies,Denver Nuggets,14638
14373,22/02/2011,Houston Rockets,Detroit Pistons,12353
14374,22/02/2011,Boston Celtics,Golden State Warriors,19738
14375,22/02/2011,Atlanta Hawks,Los Angeles Lakers,18997
14376,22/02/2011,Sacramento Kings,Miami Heat,19754
14377,22/02/2011,Minnesota Timberwolves,Milwaukee Bucks,13106
14378,22/02/2011,Los Angeles Clippers,Oklahoma City Thunder,18203
14379,22/02/2011,Indiana Pacers,Washington Wizards,14328
14380,17/02/2011,San Antonio Spurs,Chicago Bulls,22172
14381,17/02/2011,Dallas Mavericks,Phoenix Suns,17903
14382,16/02/2011,New Jersey Nets,Boston Celtics,18624
14383,16/02/2011,Los Angeles Lakers,Cleveland Cavaliers,20562
14384,16/02/2011,Sacramento Kings,Dallas Mavericks,20420
14385,16/02/2011,Indiana Pacers,Detroit Pistons,12551
14386,16/02/2011,Philadelphia 76ers,Houston Rockets,14476
14387,16/02/2011,Denver Nuggets,Milwaukee Bucks,16033
14388,16/02/2011,Los Angeles Clippers,Minnesota Timberwolves,15227
14389,16/02/2011,Atlanta Hawks,New York Knicks,19763
14390,16/02/2011,Washington Wizards,Orlando Magic,19054
14391,16/02/2011,New Orleans Hornets,Portland Trail Blazers,20650
14392,16/02/2011,Miami Heat,Toronto Raptors,20156
14393,16/02/2011,Golden State Warriors,Utah Jazz,19911
14394,15/02/2011,Charlotte Bobcats,Chicago Bulls,21391
14395,15/02/2011,New Orleans Hornets,Golden State Warriors,18276
14396,15/02/2011,Miami Heat,Indiana Pacers,18165
14397,15/02/2011,Philadelphia 76ers,Memphis Grizzlies,11197
14398,15/02/2011,Sacramento Kings,Oklahoma City Thunder,18087
14399,15/02/2011,Utah Jazz,Phoenix Suns,16874
14400,14/02/2011,Los Angeles Lakers,Charlotte Bobcats,19488
14401,14/02/2011,Atlanta Hawks,Detroit Pistons,11844
14402,14/02/2011,Denver Nuggets,Houston Rockets,16450
14403,14/02/2011,Los Angeles Clippers,Milwaukee Bucks,13111
14404,14/02/2011,Portland Trail Blazers,Minnesota Timberwolves,11227
14405,14/02/2011,San Antonio Spurs,New Jersey Nets,13433
14406,13/02/2011,Miami Heat,Boston Celtics,18624
14407,13/02/2011,Washington Wizards,Cleveland Cavaliers,19154
14408,13/02/2011,Portland Trail Blazers,Detroit Pistons,15257
14409,13/02/2011,Oklahoma City Thunder,Golden State Warriors,19596
14410,13/02/2011,Denver Nuggets,Memphis Grizzlies,15398
14411,13/02/2011,Los Angeles Lakers,Orlando Magic,19193
14412,13/02/2011,Sacramento Kings,Phoenix Suns,17798
14413,13/02/2011,Los Angeles Clippers,Toronto Raptors,19800
14414,12/02/2011,Charlotte Bobcats,Atlanta Hawks,16948
14415,12/02/2011,Dallas Mavericks,Houston Rockets,17009
14416,12/02/2011,Indiana Pacers,Milwaukee Bucks,17046
14417,12/02/2011,Philadelphia 76ers,Minnesota Timberwolves,17011
14418,12/02/2011,New York Knicks,New Jersey Nets,18711
14419,12/02/2011,Chicago Bulls,New Orleans Hornets,17831
14420,12/02/2011,Oklahoma City Thunder,Sacramento Kings,14987
14421,12/02/2011,San Antonio Spurs,Washington Wizards,20435
14422,11/02/2011,New Jersey Nets,Charlotte Bobcats,15386
14423,11/02/2011,Los Angeles Clippers,Cleveland Cavaliers,20562
14424,11/02/2011,Miami Heat,Detroit Pistons,22076
14425,11/02/2011,Minnesota Timberwolves,Indiana Pacers,12559
14426,11/02/2011,Milwaukee Bucks,Memphis Grizzlies,14749
14427,11/02/2011,Los Angeles Lakers,New York Knicks,19763
14428,11/02/2011,New Orleans Hornets,Orlando Magic,18944
14429,11/02/2011,San Antonio Spurs,Philadelphia 76ers,15501
14430,11/02/2011,Portland Trail Blazers,Toronto Raptors,15625
14431,11/02/2011,Phoenix Suns,Utah Jazz,19911
14432,10/02/2011,Los Angeles Lakers,Boston Celtics,18624
14433,10/02/2011,Dallas Mavericks,Denver Nuggets,16273
14434,10/02/2011,Golden State Warriors,Phoenix Suns,16731
14435,09/02/2011,Detroit Pistons,Cleveland Cavaliers,19475
14436,09/02/2011,Denver Nuggets,Golden State Warriors,18430
14437,09/02/2011,Charlotte Bobcats,Indiana Pacers,10268
14438,09/02/2011,New Orleans Hornets,New Jersey Nets,13316
14439,09/02/2011,Los Angeles Clippers,New York Knicks,19763
14440,09/02/2011,Orlando Magic,Philadelphia 76ers,12091
14441,09/02/2011,Dallas Mavericks,Sacramento Kings,12310
14442,09/02/2011,San Antonio Spurs,Toronto Raptors,15867
14443,09/02/2011,Chicago Bulls,Utah Jazz,19911
14444,09/02/2011,Milwaukee Bucks,Washington Wizards,16108
14445,08/02/2011,Philadelphia 76ers,Atlanta Hawks,12903
14446,08/02/2011,San Antonio Spurs,Detroit Pistons,16132
14447,08/02/2011,Minnesota Timberwolves,Houston Rockets,15679
14448,08/02/2011,Indiana Pacers,Miami Heat,19600
14449,08/02/2011,Toronto Raptors,Milwaukee Bucks,11975
14450,08/02/2011,Memphis Grizzlies,Oklahoma City Thunder,17868
14451,08/02/2011,Los Angeles Clippers,Orlando Magic,18987
14452,07/02/2011,Boston Celtics,Charlotte Bobcats,19081
14453,07/02/2011,Cleveland Cavaliers,Dallas Mavericks,19875
14454,07/02/2011,Houston Rockets,Denver Nuggets,14595
14455,07/02/2011,Phoenix Suns,Golden State Warriors,18002
14456,07/02/2011,Los Angeles Lakers,Memphis Grizzlies,18119
14457,07/02/2011,Minnesota Timberwolves,New Orleans Hornets,13401
14458,07/02/2011,Chicago Bulls,Portland Trail Blazers,20534
14459,07/02/2011,Utah Jazz,Sacramento Kings,11509
14460,06/02/2011,Orlando Magic,Boston Celtics,18624
14461,06/02/2011,Los Angeles Clippers,Miami Heat,19702
14462,06/02/2011,Indiana Pacers,New Jersey Nets,13167
14463,06/02/2011,Philadelphia 76ers,New York Knicks,19763
14464,05/02/2011,Dallas Mavericks,Charlotte Bobcats,17743
14465,05/02/2011,Portland Trail Blazers,Cleveland Cavaliers,19975
14466,05/02/2011,Chicago Bulls,Golden State Warriors,19596
14467,05/02/2011,Memphis Grizzlies,Houston Rockets,18195
14468,05/02/2011,Detroit Pistons,Milwaukee Bucks,15791
14469,05/02/2011,Denver Nuggets,Minnesota Timberwolves,15389
14470,05/02/2011,Los Angeles Lakers,New Orleans Hornets,18426
14471,05/02/2011,Oklahoma City Thunder,Utah Jazz,19711
14472,05/02/2011,Atlanta Hawks,Washington Wizards,16256
14473,04/02/2011,Los Angeles Clippers,Atlanta Hawks,19363
14474,04/02/2011,Dallas Mavericks,Boston Celtics,18624
14475,04/02/2011,Miami Heat,Charlotte Bobcats,19592
14476,04/02/2011,Utah Jazz,Denver Nuggets,19155
14477,04/02/2011,New Jersey Nets,Detroit Pistons,17304
14478,04/02/2011,Portland Trail Blazers,Indiana Pacers,11778
14479,04/02/2011,Cleveland Cavaliers,Memphis Grizzlies,11932
14480,04/02/2011,New York Knicks,Philadelphia 76ers,18823
14481,04/02/2011,Oklahoma City Thunder,Phoenix Suns,16274
14482,04/02/2011,San Antonio Spurs,Sacramento Kings,15772
14483,04/02/2011,Minnesota Timberwolves,Toronto Raptors,14389
14484,04/02/2011,Orlando Magic,Washington Wizards,18940
14485,03/02/2011,Milwaukee Bucks,Golden State Warriors,18008
14486,03/02/2011,San Antonio Spurs,Los Angeles Lakers,18997
